title,link
YC Application Video,https://www.youtube.com/watch?v=ES07GqLBSfM
YC Application Video,https://www.youtube.com/watch?v=Od3O2xYNKJA
YC Application Winter 2019,https://www.youtube.com/watch?v=c7_iVjMpHlo
Y Combinator Application Video - Summer 2022 Batch (YC S2022),https://www.youtube.com/watch?v=Ut5-h9Tq6WA
YC W23 Application Video,https://www.youtube.com/watch?v=2mOvk3YUOHk
How to hack the YC application [startups],https://www.youtube.com/watch?v=TXYI1niJiyU
The Tech Connection (YC W2015) Application Video,https://www.youtube.com/watch?v=GdAF0M1cDtE
Tailr ( YC Summer 2018) Application Video,https://www.youtube.com/watch?v=aDNUPltiL6g
Skinome YC 2017 Summer Application Video,https://www.youtube.com/watch?v=b2wtOrAiNDI
ShopDrop (YC W2018) Application Video,https://www.youtube.com/watch?v=4-70eD-3b0M
Postea (YC W2021) Application Video,https://www.youtube.com/watch?v=0HTW-C0X70s
HubSeq (YC Winter 2022 - Selected for Interview) Application Video,https://www.youtube.com/watch?v=9XTiN5YzCKA
TiiMo YC Summer 2021 Application Video,https://www.youtube.com/watch?v=5_Ba6Yhy0YI
Suggestr YC Application — Founder video (upd: Accepted!),https://www.youtube.com/watch?v=BBhAJwgTlZ4
Shovel (YC Summer 2022) Application Video,https://www.youtube.com/watch?v=dXJBaOQfRnc
YC Application Summer 2020,https://www.youtube.com/watch?v=EZz4phrcxEU
Introduction video of Max Rusakovič (ABODVA) for Y Combinator Winter 2023 application,https://www.youtube.com/watch?v=ihCSIDwcG-Q
YC Summer 2019 Application Video,https://www.youtube.com/watch?v=juoYuLkZ4W0
Galleon AI YC Application Video,https://www.youtube.com/shorts/5oc3jcd6GbE
Hues (YC S17) Application,https://www.youtube.com/watch?v=lVvGW1NRKPc
YC Application abbri.co Winter 2022,https://www.youtube.com/watch?v=XzWWZ59QtH0
Our Soteria (YC W22) Application video,https://www.youtube.com/watch?v=AW-7lSTMvBA
AppShuttle YCombinator Application  - Winter 2018,https://www.youtube.com/watch?v=0GeaKIW58EU
Quickers - Y Combinator Application Video (Winter 2021),https://www.youtube.com/watch?v=C2MRMViogJ4
CircledIn (YC S22) - Application Video,https://www.youtube.com/watch?v=4ZU7IUqNRwg
InstaOja YC S22 Application Video,https://www.youtube.com/shorts/3zKkkGWiYEM
Podpal + Y Combinator YC S24 Application Video,https://www.youtube.com/watch?v=WgH-2UFRm6E
Immersion (YC S22) Application Video,https://www.youtube.com/watch?v=XzjsWphAUzM
Blooper reel for Ran Cidba Con ~ Y Combinator Summer 2010 application support video,https://www.youtube.com/watch?v=m0ouOkNeBS4
Y Combinator (W'24) Startup Application,https://www.youtube.com/watch?v=noVHLJTbMQ0
"Y Combinator, Summer 2020 Application",https://www.youtube.com/watch?v=dKBeoQLtbUU
Fusion - YC Winter 2020 Application Video,https://www.youtube.com/watch?v=LZGs81kagpQ
Salud - Y Combinator Application Video (S19),https://www.youtube.com/watch?v=2AFzUIDTqk0
SideGuide (YC S22) Application Video,https://www.youtube.com/watch?v=0QUjXbNuIOw
YC Distru Application Video,https://www.youtube.com/watch?v=0g11TX0lGgg
Symposia (YC W2017) Application Video,https://www.youtube.com/watch?v=1vCa4JT83ts
FoundPad (YC W20) Application Video,https://www.youtube.com/watch?v=SnXgcFf7NU0
Hello Bustani's Application Video  for YC Summer 2022,https://www.youtube.com/watch?v=cnofPp4He9g
TripUnico YC Application Video for S2023 | Y Combinator Summer 2023,https://www.youtube.com/watch?v=vgaWEdO-HvI
Foresight Academy for YC W22 Application video,https://www.youtube.com/watch?v=LsD12bxPXbU
ignation YC Application Video,https://www.youtube.com/watch?v=fXB9E0ejIWo
Keywords AI YC Application Video (Accepted W24),https://www.youtube.com/watch?v=BxjmoN6LhqM
Storylyft AI(YC 25) Application/Demo Video,https://www.youtube.com/watch?v=-xIcMzLLqv4
Glassbreakers YC Application W15,https://www.youtube.com/watch?v=OjwVCoeIcFM
S18 YCombinator Application Video-  Music Everywhere,https://www.youtube.com/watch?v=ksmfCtHW7hs
Y Combinator Winter 2020 Application Video,https://www.youtube.com/watch?v=FywuW0nH1Fs
Flip (YC W2015) Application Video,https://www.youtube.com/watch?v=N5cBGeRMxms
SmartShower (YC 2017) Application Video,https://www.youtube.com/watch?v=Wb5C9CF8P98
NEXTER - YC APPLICATION SUMMER 2023,https://www.youtube.com/watch?v=gHEmdWPT9Ig
Reaction (YC 2015 Fellowship) Application Video,https://www.youtube.com/watch?v=VNZUjFPIvZ8
looknforgroup - YC W24 Application Video,https://www.youtube.com/watch?v=hD7gbuFTW7Y
Y Combinator Winter 2023 Application Video,https://www.youtube.com/watch?v=wYCiHOAymOg
Dactic - Y Combinator Application Video (S21),https://www.youtube.com/watch?v=1V2X3k4LDlo
selfcenter (YC W22) Application Video,https://www.youtube.com/watch?v=zU96Gcu-2TE
YC W23 application video,https://www.youtube.com/watch?v=Rm9BXP9tjKk
Y-Combinator Application 2010,https://www.youtube.com/watch?v=qXbZVzwq6oA
Embark Trucks' Application Video for YC W16,https://www.youtube.com/watch?v=8MdVFF5HU0g
Flection.ai (YC S23) Application Video,https://www.youtube.com/watch?v=pIHqe0nc1BA
SyncH (YC S2018) Application Video,https://www.youtube.com/watch?v=lfpqmhAfnEE
Poṣaṇa YC W25 Application - Founder Video,https://www.youtube.com/watch?v=Jww3yB8CD7Q
"Jobfly YC Application Video, Winter2016",https://www.youtube.com/watch?v=5OlY8J2J5Yk
YC 2016 Application,https://www.youtube.com/watch?v=MOeztlKl1Oc
ycombinator 2018 application video,https://www.youtube.com/watch?v=cuZuDXSMykY
Customary (YC S22) Application Video,https://www.youtube.com/watch?v=ryW554coDvo
Swing Y-Combinator Application Video for the Summer 2019 Cohort,https://www.youtube.com/watch?v=kzQBSdT_BAk
Gimede (YC Winter2019) Application Video,https://www.youtube.com/watch?v=KZ0nfjXGK_0
SITU YC Application Video - Summer 2020,https://www.youtube.com/watch?v=3rSrCZ9eQR4
YC Application Summer 2020,https://www.youtube.com/watch?v=2taa75NyZPw
ALADIN's YC S25 Application Video,https://www.youtube.com/watch?v=dz3h5eZK20o
UnityTree (YC S2015) Application Video,https://www.youtube.com/watch?v=XAzK-vAi1yc
YC 2019 Summer Application Video,https://www.youtube.com/watch?v=bJGLMR-5Hn4
YC Application Winter 2018 ClockWork App,https://www.youtube.com/watch?v=uJ2Q2jMm6mg
YC Application Summer 2019 - POSIT,https://www.youtube.com/watch?v=LseTRSb03-o
Golfmate YC Summer 2020 Application Video,https://www.youtube.com/watch?v=xwJZbiL6gC4
MusicFreelancer.net (YC Summer 2017) Application Video,https://www.youtube.com/watch?v=tj-rDNtKh_o
Movelo YC Application Video (S24),https://www.youtube.com/watch?v=orlWyAu8sS4
Station's Application Video for Y Combinator Winter Batch 2022,https://www.youtube.com/watch?v=c0QYD7KWoUQ
Typeagle - YC Application (Winter 2016),https://www.youtube.com/watch?v=AKyNAUKmkZs
Notch YC S22 Application Video,https://www.youtube.com/watch?v=8kyibbxGlEY
Skye YC S21 application video,https://www.youtube.com/watch?v=hgK8sRGaVyI
Strength | YC W25 Application Video,https://www.youtube.com/watch?v=S9TTSx12dQQ
Vector — YC W23 Founder Application Video,https://www.youtube.com/watch?v=DOODJGz0Neo
Parlei (YC Winter 2020) Application Video,https://www.youtube.com/watch?v=7h1TeijVizU
yc application video w21,https://www.youtube.com/shorts/Tt9E3Xk6HQw
Auddy.io (YC W2022) Application Video,https://www.youtube.com/watch?v=nPEnkwqlyNI
Prelude: YC Application S16,https://www.youtube.com/watch?v=bDkMmoOV9y4
Text A Letter (W2017) YC Application Video,https://www.youtube.com/watch?v=oLFUr0-5uog
Litpen Team_Bloopers (YCombinator Application Video),https://www.youtube.com/watch?v=kOgjyK2lA_0
Y Combinator Winter 2013 Application Part 1 - Tobias and Vittorio,https://www.youtube.com/watch?v=4Gw9pty0lDo
YC Application | Spring 2025 | Founder's Video,https://www.youtube.com/watch?v=u-n6uFE0PAQ
YC Summer 2021 Application,https://www.youtube.com/shorts/j20W73kDA-Y
vShowcase (YC S2015) Application Video,https://www.youtube.com/watch?v=9GZSzsdbo74
Project Urge (YC W2018) Application Video,https://www.youtube.com/watch?v=HOebnHq-yVY
Studio Vibe YC Spring 2018 application video,https://www.youtube.com/watch?v=6wAP0rIehpY
Basis (YC S2019) Application Video,https://www.youtube.com/watch?v=O6Vc9QKZjI8
Favour-YC W21 | Application Video,https://www.youtube.com/watch?v=WLBWP-lKGAg
studye YC Winter 2022 Application Video,https://www.youtube.com/watch?v=9wpmkhmIa0Y
Codejet's Application Video for YC W24,https://www.youtube.com/watch?v=Izbim2mVMAs
Haddock YC S23 application video - Update: we were invited to interview!,https://www.youtube.com/watch?v=G9xXvHmTrz8
Privatech | Y Combinator Video Application | Winter 2021,https://www.youtube.com/watch?v=oshkWGyolRc
Smart Greet YC Application W25,https://www.youtube.com/watch?v=Bjkf35E1Ap8
Cumulus Y Combinator Winter 2022 Application Video,https://www.youtube.com/watch?v=HT-ZNMgJICc
YC W22 Batch - Airscape Insurance Ycombinator application video,https://www.youtube.com/watch?v=6eZ1mqJ-5VM
Prospify (YC F24) Application Video,https://www.youtube.com/watch?v=30tF2Y0vl18
Armadio YC S16 application,https://www.youtube.com/watch?v=2nbZloSN-Yg
Bulletin - YC Application W17,https://www.youtube.com/watch?v=wdU1-dra7Zs
Cycle (YC W20) Application Video,https://www.youtube.com/watch?v=zSDGOQP1SFc
Metaboard (YC S2016) Application Video,https://www.youtube.com/watch?v=g8mH-8khdvs
BIOCU (YC S2018) Application Video,https://www.youtube.com/watch?v=QK94apcfLaU
Flurn India (YC 2022) Application Video,https://www.youtube.com/watch?v=8rt52xH25Us
Lotus Labs (YC F24) Application Video,https://www.youtube.com/watch?v=QVZIlmo2Tio
Nhost Application Video for YC W21,https://www.youtube.com/watch?v=PwOZlswV1IQ
Artisan AI Digital Workers | (Accepted!) YC W24 Application - Founder Video,https://www.youtube.com/watch?v=LlYe-he1knQ
SKOOP (YC S2021) Application Video,https://www.youtube.com/watch?v=uGt9PjDC3BE
Purple Squirrel (YC S2015) Application Video,https://www.youtube.com/watch?v=b4GdmlUdE0M
How to structure your YC application video?,https://www.youtube.com/shorts/QwHos-DlaVQ
Rivia (YC W22) Application Video,https://www.youtube.com/watch?v=-dFcwWt0HVc
Update on YC Application (S24),https://www.youtube.com/watch?v=mDES4qCqymk
Brand & Label application video (YC W20),https://www.youtube.com/watch?v=SHb1H7Njwtc
Mangowin (YC S2017) Application Video,https://www.youtube.com/watch?v=jzfQGHYJE18
Tapup YC W22 Application Video,https://www.youtube.com/watch?v=y14T-YhiYl4
YC S22 Application Video - Waigely,https://www.youtube.com/watch?v=dMakiXTmQ3k
"""Aesthetic.ai"" YC Application, Summer 2017 Batch",https://www.youtube.com/watch?v=vtfhkwx1E1I
YC Application Video,https://www.youtube.com/watch?v=RuJUBVZXFFM
Compras YC Application video summer 2020,https://www.youtube.com/watch?v=Po6zV34U3ok
YC Application Video (2023),https://www.youtube.com/watch?v=cXMo8iM9qFs
PAYZE (YC S21) Application Video,https://www.youtube.com/watch?v=baT9ZuotagY
Mathyogi (YC S2015) Application Video,https://www.youtube.com/watch?v=FKd6iu9j1Xg
Computer Doctor S19 YC Application Video,https://www.youtube.com/watch?v=rJPoCUfD6J8
Twos App - YC Application S22,https://www.youtube.com/watch?v=pw5IObxW8yQ
GiftHub YC S19 Application Video,https://www.youtube.com/watch?v=z5pE8y8v8sY
ycombinator application,https://www.youtube.com/watch?v=uedMxXzgQT0
W21 YC APPLICATION VIDEO,https://www.youtube.com/watch?v=lCzZSr3hPOg
IdeaMachine YC S2015 Video Application,https://www.youtube.com/watch?v=BnXoYUNZVw8
Nomeo - YC Summer 2023 Application Intro,https://www.youtube.com/watch?v=d6u8_Fp7QwI
Arbrowser.co YC W22 Application Video,https://www.youtube.com/watch?v=qATBiqlFiUc
Awom Media (YC W19) Application Video,https://www.youtube.com/watch?v=5ZyNNzgWfj8
Pawlytics W19 YC Application Video,https://www.youtube.com/watch?v=PdHy9WrCK5c
NearMe (YC W21)  Application Video,https://www.youtube.com/watch?v=YIBairUdjS0
YC 2022 application video,https://www.youtube.com/watch?v=nh89PSoBiEs
Workchek (YC W22) Application Video,https://www.youtube.com/watch?v=HOG5eaMTr60
Securable (YC S20) Application Video,https://www.youtube.com/watch?v=fEOpbEFZGaw
Bitbana YC Application Video (S25) Latam Startup,https://www.youtube.com/watch?v=KFOw4q7_5ZQ
AeroDel (YC S2023) Application Video,https://www.youtube.com/watch?v=3jcsT5zAAVU
Influgrow YC S17 Application Video,https://www.youtube.com/watch?v=k4qgcuBDUqw
Thinkmay - YC S22 Application Video,https://www.youtube.com/watch?v=OdDc1w_M1uk
YC Application Video,https://www.youtube.com/watch?v=gkFv2TXxSyg
YC application Summer 2023,https://www.youtube.com/watch?v=AiZbJ_kQrmM
Acomodator YC Winter 2023 Application video,https://www.youtube.com/watch?v=8HLALLjTFWA
KAJA - YC S23 Application Video,https://www.youtube.com/watch?v=2CIkv_U7y-o
VoxAI YC W25 application video,https://www.youtube.com/watch?v=ZSqPybOdx_I
Cheeki YC Winter 2024 Application Video,https://www.youtube.com/watch?v=peJKpA5NKjs
Prana - The application video. Y Combinator batch winter 2023,https://www.youtube.com/watch?v=_Fo-FbjlqGY
Lapa (YC S2016) Application Video,https://www.youtube.com/watch?v=rqpSoIBwlp4
Singulution YC Winter 2018 Application,https://www.youtube.com/watch?v=Kj0IAKXzlqM
momo YC S21 Application Video,https://www.youtube.com/watch?v=iv7QIGb-yOg
YC Application Video-PlotFix (S18),https://www.youtube.com/watch?v=2v9lt_5nbV4
Saent Y Combinator application video (take 16),https://www.youtube.com/watch?v=2BiHyrXNdtw
Airloft YC Application Video Summer 2022,https://www.youtube.com/watch?v=mnBxOrORzBg
Beulr (YC S2021) Application Video,https://www.youtube.com/watch?v=42dSSiw30BU
E-ESTATES (YC W20) Application Video,https://www.youtube.com/watch?v=r0t-lGuV0sM
Generation Conscious (YC W23) Application Video,https://www.youtube.com/watch?v=vgZZgshdXBc
Campus Job (YC W2015) Application Video,https://www.youtube.com/watch?v=4nxrkPtR348
yc application Winter 2019,https://www.youtube.com/watch?v=_h-bCQkLcfE
Smile (YC Winter 2021)  application video,https://www.youtube.com/watch?v=OY9sVvaoXTA
YC Winter 2019 application,https://www.youtube.com/watch?v=6gFG2_YNKKE
Mindspac (YC Winter 2022) Application Video,https://www.youtube.com/watch?v=zUYmijsvw-A
Parlei (YC Summer 2019) Application Video,https://www.youtube.com/watch?v=3FbmUS3QeVI
FIleForma Application Video YC 2024 Winter,https://www.youtube.com/watch?v=xzsKho0Pe_c
Weave's Application Video for YC W14,https://www.youtube.com/watch?v=rpyvQJGcQGw
Virtues - YC Application S17,https://www.youtube.com/watch?v=fSAUXFmxlXI
MyVu - YC application summer 2018,https://www.youtube.com/watch?v=9gA6_-B0IFw
